"title","authors","date","status"
"ブルーピリオド（１４） (アフタヌーンコミックス)","山口つばさ","2023年7月21日","READ"
"エバンジェリストの知識と経験を1冊にまとめた　AWS開発を《成功》させる技術","高岡 将, 佐々木 亨","2023年7月15日","UNKNOWN"
"トリリオンゲーム（７） (ビッグコミックス)","池上遼一","2023年7月15日","UNKNOWN"
"傲慢と善良 (朝日文庫)","辻村　深月","2023年7月15日","READ"
"ＢＵＩＬＤ　真に価値あるものをつくる型破りなガイドブック","トニー ファデル","2023年7月15日","UNKNOWN"
"おとうふ次元 2 (MFC)","カミムラ 晋作","2023年7月13日","UNKNOWN"
"おとうふ次元 1 (MFC)","カミムラ 晋作","2023年7月13日","UNKNOWN"
"おとうふ次元 3 (MFC)","カミムラ 晋作","2023年7月13日","UNKNOWN"
"Kubernetesの知識地図 —— 現場での基礎から本番運用まで","青山 真也, 小竹 智士, 長谷川 誠, 川部 勝也, 岩井 佑樹, 杉浦 智基","2023年7月6日","UNKNOWN"
"Webセキュリティ担当者のための脆弱性診断スタートガイド 第2版 上野宣が教える新しい情報漏えいを防ぐ技術","上野 宣","2023年7月5日","UNKNOWN"
"呪術廻戦 23 (ジャンプコミックスDIGITAL)","芥見下々","2023年7月4日","UNKNOWN"
"一級建築士矩子の設計思考 2","鬼ノ仁","2023年6月23日","UNKNOWN"
"望郷太郎（９） (モーニングコミックス)","山田芳裕","2023年6月23日","UNKNOWN"
"ワールドトリガー 26 (ジャンプコミックスDIGITAL)","葦原大介","2023年6月2日","UNKNOWN"
"とにかく仕組み化――人の上に立ち続けるための思考法","安藤 広大","2023年5月31日","UNKNOWN"
"SAML入門 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","廣瀬 翔遥","2023年5月27日","UNKNOWN"
"OpenID Connect入門: 概念からセキュリティまで体系的に押さえる","土岐 孝平","2023年5月27日","UNKNOWN"
"おひとりさまホテル　1巻 (バンチコミックスコラル)","まろ, マキヒロチ","2023年5月21日","UNKNOWN"
"作って学ぶルーティングプロトコル　RustでBGPを実装 (技術の泉シリーズ（NextPublishing）)","三好 陵太","2023年5月7日","UNKNOWN"
"数学ゴールデン 5 (ヤングアニマルコミックス)","藏丸竜彦","2023年4月28日","UNKNOWN"
"将棋［初段になれるかな］大会議","高野 秀行, 岡部 敬史, さくら はな。","2023年4月25日","UNKNOWN"
"将棋「初段になれるかな」会議 (ＳＰＡ！ＢＯＯＫＳ新書)","高野 秀行, 岡部 敬史, さくらはな。","2023年4月25日","UNKNOWN"
"Kubernetesトラブルシューティングガイド 技術の泉シリーズ","桐井 祐樹, 小沢 周平","2023年4月22日","UNKNOWN"
"AWSコスト最適化ガイドブック","門畑 顕博, 仁戸 潤一郎, 柳 嘉起, 杉 達也, 小野 俊樹, 藤本 剛志","2023年4月11日","UNKNOWN"
"AWSではじめるクラウドセキュリティ　クラウドで学ぶセキュリティ設計/実装","松本 照吾, 桐谷 彰一, 畠中 亮, 前田 駿介","2023年4月9日","UNKNOWN"
"トリリオンゲーム（６） (ビッグコミックス)","池上遼一","2023年4月9日","UNKNOWN"
"チェンソーマン 14 (ジャンプコミックスDIGITAL)","藤本タツキ","2023年4月4日","READ"
"AWS運用入門　押さえておきたいAWSの基本と運用ノウハウ","佐竹 陽一, 山﨑 翔平, 小倉 大, 峯 侑資","2023年4月3日","UNKNOWN"
"モデルベース要件定義テクニック","神崎善司","2023年4月2日","UNKNOWN"
"半年で18キロ痩せた話 やしろあずきマンガ日記集","やしろあずき","2023年4月2日","UNKNOWN"
"ユーザーの問題解決とプロダクトの成功を導く　エンジニアのためのドキュメントライティング","ジャレッド・バーティ, ザッカリー・サラ・コーライセン, ジェン・ランボーン, デービッド・ヌーニェス, ハイディ・ウォーターハウス","2023年3月18日","UNKNOWN"
"完全無欠の問題解決: 不確実性を乗り越える7ステップアプローチ","チャールズ・コン, ロバート・マクリーン","2023年3月17日","UNKNOWN"
"スタンドUPスタート 10 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2023年3月17日","UNKNOWN"
"数字であそぼ。（９） (フラワーコミックスα)","絹田村子","2023年3月13日","UNKNOWN"
"スターにはなれませんでしたが","佐藤 満春","2023年3月5日","UNKNOWN"
"欲望の見つけ方　お金・恋愛・キャリア","ルーク バージス","2023年3月5日","UNKNOWN"
"AIの遺電子　8 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　6 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　7 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　3 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　2 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　5 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　1 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"AIの遺電子　4 (少年チャンピオン・コミックス)","山田胡瓜","2023年3月4日","READ"
"これからはじめるFigma Web・UIデザイン入門","阿部 文人, 今 聖菜, 田口 冬菜, 中川 小雪","2023年3月4日","UNKNOWN"
"超ディープな数学の教科書　学校では教えてくれない","難波 博之","2023年3月3日","UNKNOWN"
"数学ガールの秘密ノート／行列が描くもの","結城 浩","2023年3月3日","UNKNOWN"
"数学ガールの秘密ノート／やさしい統計","結城 浩","2023年3月3日","UNKNOWN"
"数学ガールの秘密ノート／丸い三角関数","結城 浩","2023年3月3日","UNKNOWN"
"再実装Flutter　UIフレームワークをゼロから自作する (技術の泉シリーズ（NextPublishing）)","速川 湧気","2023年3月3日","UNKNOWN"
"呪術廻戦 22 (ジャンプコミックスDIGITAL)","芥見下々","2023年3月3日","UNKNOWN"
"自転車屋さんの高橋くん 【電子限定特典付】 (6) (トーチコミックス)","松虫あられ","2023年2月24日","UNKNOWN"
"来世ではちゃんとします 10 (ヤングジャンプコミックスDIGITAL)","いつまちゃん","2023年2月17日","UNKNOWN"
"BLUE GIANT EXPLORER（８） (ビッグコミックス)","石塚真一","2023年2月11日","READ"
"ちょうぜつソフトウェア設計入門――PHPで理解するオブジェクト指向の活用","田中 ひさてる","2023年2月7日","UNKNOWN"
"ドメイン駆動設計入門 ボトムアップでわかる！ドメイン駆動設計の基本","成瀬 允宣","2023年1月26日","UNKNOWN"
"プログラミングコンテスト攻略のためのアルゴリズムとデータ構造","渡部 有隆","2023年1月26日","UNKNOWN"
"プログラミングコンテストチャレンジブック [第2版]　～問題解決のアルゴリズム活用力とコーディングテクニックを鍛える～","秋葉 拓哉, 岩田 陽一, 北川 宜稔","2023年1月26日","UNKNOWN"
"望郷太郎（８） (モーニングコミックス)","山田芳裕","2023年1月23日","UNKNOWN"
"AWSで実現するモダンアプリケーション入門 〜サーバーレス、コンテナ、マイクロサービスで何ができるのか","落水 恭介, 吉田 慶章","2023年1月21日","READ"
"Python実践機械学習システム100本ノック","下山輝昌, 三木孝行, 伊藤淳二","2023年1月21日","UNKNOWN"
"Software Design (ソフトウェアデザイン) 2023年2月号 [雑誌]","Software Design 編集部","2023年1月19日","UNKNOWN"
"ミステリと言う勿れ（１２） (フラワーコミックスα)","田村由美","2023年1月13日","READ"
"継続的デリバリーのソフトウェア工学　もっと早く、もっと良いソフトウェアを作るための秘訣","David Farley","2023年1月9日","UNKNOWN"
"キュレーターの殺人 ワシントン・ポー (ハヤカワ・ミステリ文庫)","Ｍ Ｗ クレイヴン","2023年1月6日","UNKNOWN"
"SOFT SKILLS ソフトウェア開発者の人生マニュアル 第2版","ジョン・ソンメズ","2023年1月5日","UNKNOWN"
"チェンソーマン 13 (ジャンプコミックスDIGITAL)","藤本タツキ","2023年1月4日","READ"
"マッキンゼー　勝ち続ける組織の10の法則 (日本経済新聞出版)","スコット・ケラー, メアリー・ミーニー","2023年1月3日","UNKNOWN"
"自分を変える方法――いやでも体が動いてしまうとてつもなく強力な行動科学","ケイティ・ミルクマン","2023年1月2日","UNKNOWN"
"AWSの基本・仕組み・重要用語が全部わかる教科書 (見るだけ図解)","川畑 光平, 菊地 貴彰, 真中 俊輝","2023年1月1日","UNKNOWN"
"「技術書」の読書術 達人が教える選び方・読み方・情報発信&共有のコツとテクニック","IPUSIRON, 増井 敏克","2023年1月1日","UNKNOWN"
"スタンドUPスタート 9 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2022年12月25日","UNKNOWN"
"WEB+DB PRESS Vol.132","WEB+DB PRESS編集部","2022年12月25日","UNKNOWN"
"チームトポロジー　価値あるソフトウェアをすばやく届ける適応型組織設計","マシュー・スケルトン, マニュエル・パイス","2022年12月24日","UNKNOWN"
"はじめての設計をやり抜くための本 第2版 概念モデリングからアプリケーション、データベース、アーキテクチャ設計、アジャイル開発まで","吉原 庄三郎","2022年12月24日","UNKNOWN"
"Java言語で学ぶデザインパターン入門第3版","結城 浩","2022年12月24日","UNKNOWN"
"呪術廻戦 21 (ジャンプコミックスDIGITAL)","芥見下々","2022年12月2日","UNKNOWN"
"解像度を上げる――曖昧な思考を明晰にする「深さ・広さ・構造・時間」の４視点と行動法","馬田隆明","2022年11月29日","UNKNOWN"
"ＹＯＵＲ　ＴＩＭＥ　ユア・タイム　４０６３の科学データで導き出した、あなたの人生を変える最後の時間術","鈴木祐","2022年11月25日","UNKNOWN"
"ブルーピリオド（１３） (アフタヌーンコミックス)","山口つばさ","2022年11月22日","READ"
"時間最短化、成果最大化の法則――１日１話インストールする＂できる人＂の思考アルゴリズム","木下 勝寿","2022年11月20日","UNKNOWN"
"わが人生。名優マイケル・ケインによる最上の人生指南書 (集英社学芸単行本)","マイケル・ケイン","2022年11月13日","UNKNOWN"
"変な絵","雨穴","2022年11月11日","READ"
"転生したらスライムだった件 14 (GCノベルズ)","伏瀬, みっつばー","2022年11月9日","READ"
"ローカル女子の遠吠え【電子限定版】　９巻 (まんがタイムコミックス)","瀬戸口みづき","2022年11月7日","READ"
"転生したらスライムだった件 13 (GCノベルズ)","伏瀬","2022年11月4日","READ"
"一生頭がよくなり続ける すごい脳の使い方","加藤 俊徳","2022年11月1日","UNKNOWN"
"トリリオンゲーム（５） (ビッグコミックス)","池上遼一","2022年10月28日","UNKNOWN"
"BLUE GIANT EXPLORER（７） (ビッグコミックス)","石塚真一","2022年10月28日","READ"
"ドラえもんの小学校の勉強おもしろ攻略　はじめての将棋","如月たくや","2022年10月9日","READ"
"チェンソーマン 12 (ジャンプコミックスDIGITAL)","藤本タツキ","2022年10月4日","READ"
"Web制作者のためのSassの教科書 改訂2版 Webデザインの現場で必須のCSSプリプロセッサ Web制作者のための教科書シリーズ","平澤 隆, 森田 壮","2022年10月2日","UNKNOWN"
"Pythonハッカーガイドブック (Compass Booksシリーズ)","Julien Danjou","2022年9月23日","UNKNOWN"
"Clean Coder　プロフェッショナルプログラマへの道 (アスキードワンゴ)","Ｒｏｂｅｒｔ Ｃ．Ｍａｒｔｉｎ, 角 征典","2022年9月19日","UNKNOWN"
"Clean Code　アジャイルソフトウェア達人の技 (アスキードワンゴ)","Ｒｏｂｅｒｔ Ｃ．Ｍａｒｔｉｎ, 花井 志生","2022年9月19日","UNKNOWN"
"夫婦がベストパートナーに変わる７７の魔法","岡野 あつこ","2022年9月16日","UNKNOWN"
"スタンドUPスタート 8 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2022年9月16日","READ"
"睡眠こそ最強の解決策である","マシュー・ウォーカー","2022年9月15日","READ"
"できるポケット Web制作必携 HTML&CSS全事典 改訂3版 できるポケットシリーズ","加藤善規, できるシリーズ編集部","2022年9月10日","UNKNOWN"
"数字であそぼ。（８） (フラワーコミックスα)","絹田村子","2022年9月10日","UNKNOWN"
"ワールドトリガー 25 (ジャンプコミックスDIGITAL)","葦原大介","2022年9月2日","READ"
"Docker実践ガイド 第2版 impress top gearシリーズ","古賀 政純","2022年8月30日","UNKNOWN"
"Docker/Kubernetes開発・運用のためのセキュリティ実践ガイド (Compass Booksシリーズ)","須田 瑛大, 五十嵐 綾, 宇佐美 友也","2022年8月30日","UNKNOWN"
"アルゴリズム的思考力が身につく！ プログラミングコンテストAtCoder入門","大槻 兼資","2022年8月30日","UNKNOWN"
"数学ゴールデン 4 (ヤングアニマルコミックス)","藏丸竜彦","2022年8月29日","READ"
"分析者のためのデータ解釈学入門　データの本質をとらえる技術","江崎貴裕","2022年8月11日","UNKNOWN"
"呪術廻戦 20 (ジャンプコミックスDIGITAL)","芥見下々","2022年8月4日","UNKNOWN"
"AWSコンテナ設計・構築［本格］入門","新井 雅也, 馬勝 淳史","2022年8月3日","UNKNOWN"
"禁断の中国史","百田尚樹","2022年7月29日","UNKNOWN"
"手を動かして考えればよくわかる 高効率言語 Rust 書きかた・作りかた","クジラ飛行机","2022年7月29日","UNKNOWN"
"TypeScriptとReact/Next.jsでつくる実践Webアプリケーション開発","手島 拓也, 吉田 健人, 高林 佳稀","2022年7月28日","UNKNOWN"
"ソフトウェアシステムアーキテクチャ構築の原理 第2版","ニック・ロザンスキ, オウェン・ウッズ","2022年7月23日","UNKNOWN"
"新しいシェルプログラミングの教科書","三宅 英明","2022年7月23日","UNKNOWN"
"望郷太郎（７） (モーニングコミックス)","山田芳裕","2022年7月22日","UNKNOWN"
"北島式筋トレ塾　最短・最速で究極の身体をつくる (講談社の実用ＢＯＯＫ)","北島達也","2022年7月21日","UNKNOWN"
"来世ではちゃんとします 9 (ヤングジャンプコミックスDIGITAL)","いつまちゃん","2022年7月19日","UNKNOWN"
"テクノロジーが予測する未来　web3、メタバース、NFTで世界はこうなる (SB新書)","伊藤 穰一","2022年7月14日","UNKNOWN"
"22世紀の民主主義　選挙はアルゴリズムになり、政治家はネコになる (SB新書)","成田 悠輔","2022年7月14日","UNKNOWN"
"ちはやふる（４９） (BE・LOVEコミックス)","末次由紀","2022年7月13日","UNKNOWN"
"失敗しないデザイン","平本 久美子","2022年7月9日","READ"
"ホワイトハッカー入門","阿部 ひろき","2022年7月9日","UNKNOWN"
"デザイナーじゃないのに！","平本久美子, よしだゆうこ","2022年7月6日","UNKNOWN"
"トリリオンゲーム（４） (ビッグコミックス)","池上遼一","2022年7月4日","READ"
"図解入門TCP/IP　仕組み・動作が見てわかる","みやた ひろし","2022年7月1日","UNKNOWN"
"BLUE GIANT EXPLORER（６） (ビッグコミックス)","石塚真一","2022年6月30日","READ"
"夏への扉〔新版〕 (ハヤカワ文庫SF)","ロバート Ａ ハインライン","2022年6月25日","UNKNOWN"
"三体Ⅲ　死神永生　下","劉 慈欣","2022年6月25日","UNKNOWN"
"三体Ⅲ　死神永生　上","劉 慈欣","2022年6月25日","UNKNOWN"
"スタンドUPスタート 7 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2022年6月17日","READ"
"Figma for UIデザイン アプリ開発のためのデザイン、プロトタイプ、ハンドオフ","沢田 俊介","2022年6月11日","UNKNOWN"
"対人関係療法で改善する 夫婦・パートナー関係","水島広子","2022年6月10日","UNKNOWN"
"要点整理から攻略する『AWS認定 高度なネットワーキング-専門知識』 (Compass Booksシリーズ)","NRIネットコム株式会社, 佐々木 拓郎, 小西 秀和, 安藤 裕紀, 木美 雄太, 早川 愛, 宮川 亮, 矢野 純平","2022年6月10日","UNKNOWN"
"ミステリと言う勿れ（１１） (フラワーコミックスα)","田村由美","2022年6月10日","READ"
"絶対にミスをしない人の脳の習慣","樺沢 紫苑","2022年6月4日","READ"
"望郷太郎（６） (モーニングコミックス)","山田芳裕","2022年5月30日","READ"
"Web世代が知らないエンタープライズシステム設計","IT勉強宴会","2022年5月28日","UNKNOWN"
"自転車屋さんの高橋くん 【電子限定特典付】 (5) (トーチコミックス)","松虫あられ","2022年5月27日","READ"
"「半導体」のキホン　人類の情報力を拡張する「半導体」のすべて (イチバンやさしい理工系)","菊地 正典","2022年5月24日","UNKNOWN"
"ブルーピリオド（１２） (アフタヌーンコミックス)","山口つばさ","2022年5月23日","READ"
"プロカウンセラーの共感の技術","杉原 保史","2022年5月22日","UNKNOWN"
"［新訳］留魂録 吉田松陰の「死生観」","PHP研究所","2022年5月12日","UNKNOWN"
"小隊 (文春文庫)","砂川 文次","2022年5月10日","UNKNOWN"
"Pythonトリック","Dan Bader","2022年5月7日","UNKNOWN"
"プロフェッショナルPython ソフトウェアデザインの原則と実践 impress top gearシリーズ","Dane Hillard, 武舎 広幸","2022年5月7日","UNKNOWN"
"大人の道徳―西洋近代思想を問い直す","古川 雄嗣","2022年5月7日","UNKNOWN"
"6ミニッツダイアリー　人生を変えるノート術","ドミニク・シュペンスト","2022年5月3日","UNKNOWN"
"良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方","仙塲 大也","2022年5月3日","UNKNOWN"
"やめたいのにやめられない悪い習慣をやめる技術","小早川明子","2022年5月2日","UNKNOWN"
"東大ケーススタディ研究会　伝説の「論理思考」講座―ケース問題で「広い視野」「深い思考」をいっきに鍛える","白木 湊, 東大ケーススタディ研究会","2022年4月29日","UNKNOWN"
"マンガでわかるJavaScriptのPromise マンガでわかるプログラミング","柳井 政和","2022年4月26日","UNKNOWN"
"呪術廻戦 19 (ジャンプコミックスDIGITAL)","芥見下々","2022年4月4日","UNKNOWN"
"Ｌｖ１魔王とワンルーム勇者　６巻 (ＦＵＺコミックス)","ｔｏｕｆｕ","2022年4月1日","UNKNOWN"
"データ分析に必須の知識・考え方　統計学入門　仮説検定から統計モデリングまで重要トピックを完全網羅","阿部真人","2022年3月25日","UNKNOWN"
"来世ではちゃんとします 8 (ヤングジャンプコミックスDIGITAL)","いつまちゃん","2022年3月24日","READ"
"きれいなPythonプログラミング: クリーンなコードを書くための最適な方法 Compass Booksシリーズ","Al Sweigart","2022年3月24日","UNKNOWN"
"一級建築士矩子の設計思考 1","鬼ノ仁","2022年3月24日","READ"
"Pythonデータ分析／機械学習のための基本コーディング！ pandasライブラリ活用入門 impress top gearシリーズ","Daniel Y. Chen, 吉川 邦夫, 福島 真太朗","2022年3月22日","UNKNOWN"
"［第3版］Python機械学習プログラミング 達人データサイエンティストによる理論と実践 impress top gearシリーズ","Sebastian Raschka, Vahid Mirjalili, 株式会社クイープ, 福島 真太朗","2022年3月22日","UNKNOWN"
"スタンドUPスタート 6 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2022年3月18日","READ"
"自分で始めた人たち～社会を変える新しい民主主義","宇野重規","2022年3月8日","UNKNOWN"
"ワールドトリガー オフィシャルデータブック BORDER BRIEFING FILE (ジャンプコミックスDIGITAL)","葦原大介","2022年3月6日","UNKNOWN"
"サクッとわかる ビジネス教養 　地政学","新星出版社","2022年3月6日","UNKNOWN"
"Python 実践 データ加工／可視化 100本ノック","下山輝昌, 伊藤淳二, 露木宏志","2022年3月6日","UNKNOWN"
"Python 実践AIモデル構築 100本ノック","下山輝昌, 中村智, 高木洋介","2022年3月6日","UNKNOWN"
"デジタルマネー戦争 Forest2545新書","房広治, 徳岡晃一郎","2022年3月6日","UNKNOWN"
"増補　頭脳勝負　──将棋の世界 (ちくま文庫)","渡辺明","2022年3月6日","UNKNOWN"
"BLUE GIANT EXPLORER（５） (ビッグコミックス)","石塚真一","2022年2月28日","READ"
"システム設計の謎を解く 改訂版　強いSEになるための機能設計と入出力設計の極意","高安 厚思","2022年2月23日","UNKNOWN"
"紛争でしたら八田まで（３） (モーニングコミックス)","田素弘","2022年2月23日","READ"
"Software Design (ソフトウェアデザイン) 2022年03月号 [雑誌]","Software Design 編集部","2022年2月23日","UNKNOWN"
"脳と人工知能をつないだら、人間の能力はどこまで拡張できるのか　脳ＡＩ融合の最前線","紺野大地, 池谷裕二","2022年2月23日","UNKNOWN"
"はじめてのUXリサーチ ユーザーとともに価値あるサービスを作り続けるために","松薗 美帆, 草野 孔希","2022年2月22日","UNKNOWN"
"Software Design (ソフトウェアデザイン) 2022年02月号 [雑誌]","Software Design 編集部","2022年2月19日","UNKNOWN"
"スノウ・クラッシュ〔新版〕　上 (ハヤカワ文庫SF)","ニール スティーヴンスン","2022年2月19日","UNKNOWN"
"ビヨンド ソフトウェア アーキテクチャ Object Oriented Selection Classics","ルーク・ホフマン","2022年2月19日","UNKNOWN"
"シェルプログラミング実用テクニック","上田隆一","2022年2月17日","UNKNOWN"
"これからはじめるVue.js実践入門","山田 祥寛","2022年2月16日","UNKNOWN"
"ちはやふる（４８） (BE・LOVEコミックス)","末次由紀","2022年2月10日","UNKNOWN"
"Kubernetes CI/CDパイプラインの実装 impress top gearシリーズ","北山 晋吾","2022年2月3日","READ"
"実践Django Pythonによる本格Webアプリケーション開発","芝田 将","2022年2月1日","UNKNOWN"
"1日1問、半年以内に習得　シェル・ワンライナー160本ノック Software Design plus","上田 隆一, 山田 泰宏, 田代 勝也, 中村 壮一, 今泉 光之, 上杉 尚史","2022年1月20日","UNKNOWN"
"会って、話すこと。――自分のことはしゃべらない。相手のことも聞き出さない。人生が変わるシンプルな会話術","田中 泰延","2022年1月14日","UNKNOWN"
"数字であそぼ。（７） (フラワーコミックスα)","絹田村子","2022年1月14日","READ"
"トリリオンゲーム（３） (ビッグコミックス)","池上遼一","2022年1月11日","UNKNOWN"
"ジェイソン流お金の増やし方","厚切りジェイソン","2022年1月3日","UNKNOWN"
"最高の結果を出すＫＰＩマネジメント","中尾隆一郎","2022年1月2日","UNKNOWN"
"最高の成果を生み出す　ビジネススキル・プリンシプル","中尾隆一郎","2022年1月2日","UNKNOWN"
"一番伝わる説明の順番","田中耕比古","2022年1月2日","UNKNOWN"
"インプット・アウトプットが10倍になる読書の方程式","羽田康祐k_bird","2022年1月2日","UNKNOWN"
"デザインの基本ノート　仕事で使えるセンスと技術が一冊で身につく本","尾沢 早飛","2022年1月2日","UNKNOWN"
"Amazon Mechanism （アマゾン・メカニズム） ― イノベーション量産の方程式","谷 敏行","2022年1月1日","UNKNOWN"
"SmartHRが実例で解説！業務アプリケーションにおけるデザインアプローチの心得（CreatorZine Digital First）","株式会社SmartHRプロダクトデザイングループ","2021年12月30日","UNKNOWN"
"現場で役立つシステム設計の原則 〜変更を楽で安全にするオブジェクト指向の実践技法","増田 亨","2021年12月26日","UNKNOWN"
"呪術廻戦 18 (ジャンプコミックスDIGITAL)","芥見下々","2021年12月25日","READ"
"はじめて学ぶソフトウェアのテスト技法","リー コープランド","2021年12月24日","UNKNOWN"
"モダンタイムス　上下合本版 (講談社文庫)","伊坂幸太郎","2021年12月23日","UNKNOWN"
"琥珀の夢で酔いましょう 3巻 (マッグガーデンコミックスＥＤＥＮシリーズ)","村野真朱, 依田温","2021年12月16日","READ"
"ＮＦＴの教科書　ビジネス・ブロックチェーン・法律・会計まで　デジタルデータが資産になる未来","天羽健介, 増田雅史","2021年12月14日","UNKNOWN"
"実践Rustプログラミング入門","初田直也, 山口聖弘, 吉川哲史, 豊田優貴, 松本健太郎, 原将己, 中村謙弘, フォルシア株式会社","2021年12月10日","UNKNOWN"
"プリンシプル オブ プログラミング 3年目までに身につけたい 一生役立つ101の原理原則","上田勲","2021年12月10日","UNKNOWN"
"ミステリと言う勿れ（１０） (フラワーコミックスα)","田村由美","2021年12月10日","READ"
"ローカル女子の遠吠え【電子限定版】　８巻 (まんがタイムコミックス)","瀬戸口みづき","2021年12月7日","READ"
"戦略質問―短時間だからこそ優れた打ち手がひらめく","金巻 龍一","2021年12月6日","UNKNOWN"
"失敗の科学","マシュー・サイド","2021年12月6日","UNKNOWN"
"インベスターZ(21)","三田紀房","2021年12月5日","UNKNOWN"
"ワールドトリガー 24 (ジャンプコミックスDIGITAL)","葦原大介","2021年12月3日","READ"
"インベスターZ(11)","三田紀房","2021年11月29日","READ"
"インベスターZ(19)","三田紀房","2021年11月29日","READ"
"インベスターZ(15)","三田紀房","2021年11月29日","READ"
"インベスターZ(14)","三田紀房","2021年11月29日","READ"
"インベスターZ(16)","三田紀房","2021年11月29日","READ"
"インベスターZ(17)","三田紀房","2021年11月29日","READ"
"インベスターZ(18)","三田紀房","2021年11月29日","READ"
"インベスターZ(13)","三田紀房","2021年11月29日","UNKNOWN"
"インベスターZ(20)","三田紀房","2021年11月29日","READ"
"インベスターZ(12)","三田紀房","2021年11月29日","READ"
"しくみがわかるKubernetes Azureで動かしながら学ぶコンセプトと実践知識","阿佐 志保, 真壁 徹","2021年11月27日","UNKNOWN"
"Every Layout","ヘイドン・ピカリング, アンディ・ベル","2021年11月23日","UNKNOWN"
"MySQL徹底入門 第4版 MySQL 8.0対応","yoku0825, 坂井 恵, 鶴長 鎮一, とみた まさひろ, 深町 日出海, 福山 裕大, 班石 悦夫, 山﨑 由章","2021年11月22日","UNKNOWN"
"PLG プロダクト・レッド・グロース「セールスがプロダクトを売る時代」から「プロダクトでプロダクトを売る時代」へ","ウェス・ブッシュ, UB Ventures","2021年11月22日","UNKNOWN"
"ソフトウェア品質を高める開発者テスト アジャイル時代の実践的・効率的なテストのやり方","高橋 寿一","2021年11月20日","UNKNOWN"
"AIエンジニアのための機械学習システムデザインパターン","澁井雄介","2021年11月20日","UNKNOWN"
"インベスターZ(10)","三田紀房","2021年11月20日","READ"
"インベスターZ(9)","三田紀房","2021年11月20日","READ"
"インベスターZ(8)","三田紀房","2021年11月20日","READ"
"インベスターZ(7)","三田紀房","2021年11月20日","READ"
"インベスターZ(6)","三田紀房","2021年11月20日","READ"
"インベスターZ(5)","三田紀房","2021年11月20日","READ"
"インベスターZ(4)","三田紀房","2021年11月20日","READ"
"ドラゴン桜2(17) (コルク)","三田紀房","2021年11月20日","READ"
"ドラゴン桜2(16) (コルク)","三田紀房","2021年11月20日","READ"
"ドラゴン桜2(15) (コルク)","三田紀房","2021年11月20日","READ"
"プロダクトマネジメントのすべて 事業戦略・IT開発・UXデザイン・マーケティングからチーム・組織運営まで","及川 卓也, 小城 久美子, 曽根原 春樹","2021年11月19日","UNKNOWN"
"スタンドUPスタート 5 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2021年11月19日","READ"
"だまし絵を描かないための－－要件定義のセオリー","赤俊哉","2021年11月12日","UNKNOWN"
"BLUE GIANT EXPLORER（４） (ビッグコミックス)","石塚真一","2021年10月29日","READ"
"やってはいけないデザイン","平本 久美子","2021年10月28日","UNKNOWN"
"アーモンド","ソン・ウォンピョン","2021年10月28日","UNKNOWN"
"脳を鍛えるには運動しかない！最新科学でわかった脳細胞の増やし方","ジョンＪ．レイティ, エリック・ヘイガーマン","2021年10月28日","UNKNOWN"
"人類がもっと遠い宇宙へ行くためのロケット入門","小泉宏之","2021年10月25日","UNKNOWN"
"大人でも答えられない！　宇宙のしつもん","荒舩良孝","2021年10月25日","UNKNOWN"
"数学ガールの秘密ノート／確率の冒険","結城 浩","2021年10月25日","UNKNOWN"
"現場で使える Django の教科書《基礎編》［4.2 LTS 対応版］","横瀬 明仁","2021年10月19日","UNKNOWN"
"本当に君は総理大臣になれないのか (講談社現代新書)","小川淳也, 中原一歩","2021年10月15日","UNKNOWN"
"システムはなぜダウンするのか","大和田 尚孝","2021年10月13日","UNKNOWN"
"突き抜けるまで問い続けろ――巨大スタートアップ「ビジョナル」挫折と奮闘、成長の軌跡","蛯谷 敏","2021年10月4日","UNKNOWN"
"呪術廻戦 17 (ジャンプコミックスDIGITAL)","芥見下々","2021年10月4日","READ"
"ネット興亡記 敗れざる者たち (日本経済新聞出版)","杉本貴司","2021年10月1日","UNKNOWN"
"DNSがよくわかる教科書","株式会社日本レジストリサービス（JPRS）, 渡邉 結衣, 佐藤 新太, 藤原 和典","2021年10月1日","UNKNOWN"
"数学ゴールデン 3 (ヤングアニマルコミックス)","藏丸竜彦","2021年9月29日","READ"
"時給はいつも最低賃金、これって私のせいですか？ 国会議員に聞いてみた。","和田靜香, 小川淳也","2021年9月28日","UNKNOWN"
